# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
01/20/2011	56291	187
01/20/2011	55886	25
01/20/2011	64011	791
01/20/2011	64012	356
01/20/2011	64183	69
01/20/2011	64189	16
01/20/2011	64037	622
01/20/2011	64436	3665
01/20/2011	65292	1580
01/20/2011	64973	2778
01/20/2011	65987	11451
01/20/2011	65988	11
01/20/2011	65991	113
01/20/2011	65992	22
01/20/2011	65994	264
01/20/2011	65997	30
01/20/2011	65999	306
01/20/2011	66000	703
01/20/2011	66004	298
01/20/2011	66008	11
01/20/2011	66015	1348
01/20/2011	66017	2198
01/20/2011	66018	16
01/20/2011	66019	3611
01/20/2011	66020	1749
01/20/2011	66027	1336
01/20/2011	66023	2292
01/20/2011	66026	3312
01/20/2011	66029	541
01/20/2011	66030	929
01/20/2011	66032	461
01/20/2011	65941	195
01/20/2011	65942	601
01/20/2011	65943	66
01/20/2011	65944	357
01/20/2011	65945	321
01/20/2011	65946	325
01/20/2011	65947	1164
01/20/2011	65951	6967
01/20/2011	65963	2462
01/20/2011	65972	4759
01/20/2011	65975	4828
01/20/2011	65976	3789
01/20/2011	65927	168
01/20/2011	65929	1732
01/20/2011	65934	38
01/20/2011	66138	148
01/20/2011	66142	3019
01/20/2011	66149	10182
01/20/2011	66152	3204
01/20/2011	66154	5470
01/20/2011	66157	1769
01/20/2011	66160	5481
01/20/2011	66163	3721
01/20/2011	66167	59
01/20/2011	66168	5360
01/20/2011	66169	3503
01/20/2011	66171	8091
01/20/2011	66172	58
01/20/2011	66174	36
01/20/2011	66176	3576
01/20/2011	66180	5634
01/20/2011	66185	4240
01/20/2011	66190	3420
01/20/2011	66191	2443
01/20/2011	66193	1668
01/20/2011	66194	1714
01/20/2011	66195	1723
01/20/2011	66196	1763
01/20/2011	66202	2139
01/20/2011	66206	7186
01/20/2011	66209	1598
01/20/2011	66210	2194
01/20/2011	66220	2630
01/20/2011	66223	3765
01/20/2011	66226	103
01/20/2011	66227	2704
01/20/2011	66228	2747
01/20/2011	66243	2370
01/20/2011	66244	164
01/20/2011	66245	1
01/20/2011	66246	12649
01/20/2011	66250	1610
01/20/2011	66252	4960
01/20/2011	66260	2637
