# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
01/16/2011	56291	326
01/16/2011	64011	684
01/16/2011	64012	237
01/16/2011	64183	76
01/16/2011	64189	19
01/16/2011	64037	564
01/16/2011	64436	3605
01/16/2011	65292	1104
01/16/2011	64973	2397
01/16/2011	65987	12
01/16/2011	65992	22
01/16/2011	65997	38
01/16/2011	66004	180
01/16/2011	66017	12
01/16/2011	66019	15
01/16/2011	65942	12
01/16/2011	65927	168
01/16/2011	65929	1640
01/16/2011	65931	191
01/16/2011	65932	81
01/16/2011	65933	125
01/16/2011	65934	20
01/16/2011	66138	155
01/16/2011	66163	109
01/16/2011	66191	14
01/16/2011	66195	23
01/16/2011	66200	1121
01/16/2011	66226	104
01/16/2011	66238	20
01/16/2011	66239	14
01/16/2011	66240	671
01/16/2011	66243	684
01/16/2011	66244	135
01/16/2011	66249	20
01/16/2011	66261	933
01/16/2011	66042	153
01/16/2011	66043	84
01/16/2011	66073	157
01/16/2011	66339	90
01/16/2011	66470	49
01/16/2011	66950	183
01/16/2011	67387	515
01/16/2011	67399	176
01/16/2011	67402	142
01/16/2011	67481	2424
01/16/2011	67485	99
01/16/2011	67487	72
01/16/2011	67488	115
01/16/2011	67490	89
01/16/2011	67491	86
01/16/2011	67493	49
01/16/2011	67525	22
01/16/2011	67526	47
01/16/2011	67537	15
01/16/2011	67546	31
01/16/2011	67547	557
01/16/2011	67691	5
01/16/2011	67692	4
01/16/2011	67693	9
01/16/2011	67694	30
01/16/2011	67304	2051
01/16/2011	67305	2055
01/16/2011	67306	2268
01/16/2011	67307	3080
01/16/2011	67309	2080
01/16/2011	67322	12
01/16/2011	67445	110
01/16/2011	67457	458
01/16/2011	67459	556
01/16/2011	67460	811
01/16/2011	67461	804
01/16/2011	67462	787
01/16/2011	67463	713
01/16/2011	67464	675
01/16/2011	67468	774
01/16/2011	67718	5
01/16/2011	67701	3021
01/16/2011	67702	2829
01/16/2011	67704	302
01/16/2011	67705	168
01/16/2011	67706	132
01/16/2011	67709	97
01/16/2011	67710	99
01/16/2011	67715	97
01/16/2011	67711	162
01/16/2011	67712	123
01/16/2011	67714	471
