# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
02/25/2011	55886	49
02/25/2011	64011	1088
02/25/2011	64012	1563
02/25/2011	64183	32
02/25/2011	64189	22
02/25/2011	64209	14
02/25/2011	64037	926
02/25/2011	65927	397
02/25/2011	65929	1758
02/25/2011	65934	83
02/25/2011	66243	502
02/25/2011	66470	68
02/25/2011	67547	2104
02/25/2011	67685	47
02/25/2011	67687	94
02/25/2011	67429	16763
02/25/2011	67432	14717
02/25/2011	67434	14860
02/25/2011	67436	1233
02/25/2011	67438	2028
02/25/2011	67440	5171
02/25/2011	67441	2218
02/25/2011	67443	1593
02/25/2011	67445	7704
02/25/2011	67446	7242
02/25/2011	67448	15
02/25/2011	67452	1563
02/25/2011	67455	1276
02/25/2011	67456	1671
02/25/2011	67458	55
02/25/2011	67459	1
02/25/2011	67460	3
02/25/2011	67461	1
02/25/2011	67465	2162
02/25/2011	67466	1899
02/25/2011	67467	1891
02/25/2011	67468	1680
02/25/2011	67717	1967
02/25/2011	67718	10
02/25/2011	68000	3104
02/25/2011	68001	3584
02/25/2011	68002	2859
02/25/2011	68003	33
02/25/2011	68008	20859
02/25/2011	68009	20815
02/25/2011	68010	22840
02/25/2011	68014	3763
02/25/2011	68015	2155
02/25/2011	68024	41
02/25/2011	68025	10062
02/25/2011	68028	2956
02/25/2011	68029	2586
02/25/2011	68030	2676
02/25/2011	68031	2774
02/25/2011	68032	2734
02/25/2011	68033	3457
02/25/2011	68034	2276
02/25/2011	68035	2620
02/25/2011	68036	1885
02/25/2011	68037	2696
02/25/2011	68038	1795
02/25/2011	68571	179
02/25/2011	68575	4546
02/25/2011	68577	2828
02/25/2011	68580	2031
02/25/2011	68581	1661
02/25/2011	68582	11032
02/25/2011	68587	6382
02/25/2011	68589	4174
02/25/2011	68590	11
02/25/2011	68591	4811
02/25/2011	68593	7181
02/25/2011	68595	2429
02/25/2011	68596	7302
02/25/2011	68599	10174
02/25/2011	68605	5846
