# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
02/11/2011	55886	26
02/11/2011	64011	1039
02/11/2011	64012	644
02/11/2011	64183	77
02/11/2011	64189	35
02/11/2011	64037	782
02/11/2011	65992	31
02/11/2011	66004	453
02/11/2011	65927	1672
02/11/2011	65929	1773
02/11/2011	65934	157
02/11/2011	66243	1913
02/11/2011	66075	302
02/11/2011	66470	73
02/11/2011	67547	2232
02/11/2011	67668	13
02/11/2011	67679	954
02/11/2011	67680	3376
02/11/2011	67682	54
02/11/2011	67684	428
02/11/2011	67685	118
02/11/2011	67687	182
02/11/2011	67462	1599
02/11/2011	67468	1516
02/11/2011	67718	1
02/11/2011	67996	1502
02/11/2011	68000	3766
02/11/2011	68001	3463
02/11/2011	68002	4504
02/11/2011	68003	7382
02/11/2011	68008	21272
02/11/2011	68010	23267
02/11/2011	68012	3198
02/11/2011	68015	2773
02/11/2011	68020	15870
02/11/2011	68021	11416
02/11/2011	68026	55
02/11/2011	68027	6252
02/11/2011	68028	2721
02/11/2011	68029	2436
02/11/2011	68030	2445
02/11/2011	68031	2456
02/11/2011	68032	2478
02/11/2011	68033	3270
02/11/2011	68034	2062
02/11/2011	68035	2528
02/11/2011	68036	1759
02/11/2011	68037	2409
02/11/2011	68038	1636
02/11/2011	68096	5312
02/11/2011	68097	19
02/11/2011	68101	4729
02/11/2011	68106	2899
02/11/2011	68107	14868
02/11/2011	68108	4903
02/11/2011	68109	7912
02/11/2011	68110	8230
02/11/2011	68111	3193
