# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
12/10/2010	47805	12
12/10/2010	45085	13
12/10/2010	56291	29
12/10/2010	55886	25
12/10/2010	57551	522
12/10/2010	62924	3523
12/10/2010	62926	64
12/10/2010	62928	12449
12/10/2010	62932	2866
12/10/2010	62935	2571
12/10/2010	62939	3296
12/10/2010	63140	102
12/10/2010	63175	4962
12/10/2010	63599	722
12/10/2010	63600	2594
12/10/2010	63910	87
12/10/2010	63911	4568
12/10/2010	63913	8531
12/10/2010	63914	5616
12/10/2010	63918	2621
12/10/2010	63921	16
12/10/2010	63923	1875
12/10/2010	63931	3662
12/10/2010	63932	37
12/10/2010	63073	1080
12/10/2010	63968	2538
12/10/2010	63970	1083
12/10/2010	63972	2699
12/10/2010	63973	2626
12/10/2010	63959	874
12/10/2010	63961	549
12/10/2010	63962	2527
12/10/2010	63985	2892
12/10/2010	63986	2924
12/10/2010	63987	3141
12/10/2010	63990	2697
12/10/2010	63992	3127
12/10/2010	63993	4037
12/10/2010	63994	1705
12/10/2010	63995	1863
12/10/2010	63996	5460
12/10/2010	63998	2116
12/10/2010	63999	1578
12/10/2010	64002	3569
12/10/2010	64005	16
12/10/2010	64006	548
12/10/2010	64008	348
12/10/2010	64009	727
12/10/2010	64010	339
12/10/2010	64011	802
12/10/2010	64012	184
12/10/2010	64170	204
12/10/2010	64172	6241
12/10/2010	64182	1953
12/10/2010	64183	311
12/10/2010	64186	15764
12/10/2010	64187	201
12/10/2010	64190	11
12/10/2010	64212	2693
12/10/2010	64204	5352
12/10/2010	64202	5487
12/10/2010	64221	161
12/10/2010	64117	134
12/10/2010	64118	284
12/10/2010	64119	81
12/10/2010	64120	12875
12/10/2010	64128	2440
12/10/2010	64130	61
12/10/2010	64135	5706
12/10/2010	64136	2
12/10/2010	64138	52275
12/10/2010	64141	12
12/10/2010	64158	294
12/10/2010	64160	136
12/10/2010	64260	4349
12/10/2010	64265	4064
12/10/2010	64270	2017
12/10/2010	64271	2471
12/10/2010	64272	5503
12/10/2010	64274	5493
12/10/2010	64276	4224
12/10/2010	64284	3942
12/10/2010	64286	8718
12/10/2010	64290	3532
12/10/2010	64293	2245
12/10/2010	64295	4740
12/10/2010	64302	191
12/10/2010	64309	3243
12/10/2010	64314	1711
12/10/2010	64315	1857
12/10/2010	64316	2309
12/10/2010	64319	25
12/10/2010	64189	47
12/10/2010	64321	193
12/10/2010	64195	67
12/10/2010	64205	344
12/10/2010	64207	2
12/10/2010	64222	21
12/10/2010	64225	4516
12/10/2010	64227	180
12/10/2010	64231	2231
12/10/2010	64234	32
12/10/2010	64243	5748
12/10/2010	64244	1667
12/10/2010	64037	445
12/10/2010	63537	547
12/10/2010	63539	19
12/10/2010	63544	434
12/10/2010	63545	4043
12/10/2010	63552	16435
12/10/2010	63554	2441
12/10/2010	63556	5417
12/10/2010	63558	5057
12/10/2010	63561	4568
12/10/2010	63563	3422
12/10/2010	63565	58
12/10/2010	63566	7399
12/10/2010	63568	8978
12/10/2010	63570	7909
12/10/2010	63573	2349
12/10/2010	63575	2710
12/10/2010	63576	4505
12/10/2010	63579	13
12/10/2010	63584	543
12/10/2010	63585	476
12/10/2010	63587	5411
12/10/2010	63588	11757
12/10/2010	63589	3186
12/10/2010	64416	2281
12/10/2010	64417	2163
12/10/2010	64419	2628
12/10/2010	64422	3025
12/10/2010	64423	2636
12/10/2010	64424	1962
12/10/2010	64427	1416
12/10/2010	64430	4599
12/10/2010	64432	524
12/10/2010	64433	379
12/10/2010	64434	410
12/10/2010	64435	567
12/10/2010	64436	2049
12/10/2010	65271	247
12/10/2010	65272	215
12/10/2010	65274	6229
12/10/2010	65279	19
12/10/2010	65281	11
12/10/2010	65283	4128
12/10/2010	65286	3259
12/10/2010	65289	7645
12/10/2010	65292	1432
12/10/2010	65293	5102
12/10/2010	65294	14662
12/10/2010	65301	6735
12/10/2010	65304	3516
12/10/2010	65305	737
12/10/2010	65306	813
12/10/2010	65307	778
12/10/2010	65308	1104
12/10/2010	65309	1148
12/10/2010	64947	4407
12/10/2010	64951	264
12/10/2010	64955	80
12/10/2010	64956	308
12/10/2010	64962	20
12/10/2010	64963	2533
12/10/2010	64964	2820
