# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
02/01/2011	64011	785
02/01/2011	64012	331
02/01/2011	64183	51
02/01/2011	64189	31
02/01/2011	64037	354
02/01/2011	65992	22
02/01/2011	66004	304
02/01/2011	65927	3076
02/01/2011	65929	1032
02/01/2011	65934	56
02/01/2011	66243	1179
02/01/2011	66075	441
02/01/2011	66514	11
02/01/2011	66470	43
02/01/2011	67547	825
02/01/2011	67668	25
02/01/2011	67677	184
02/01/2011	67678	27
02/01/2011	67679	13
02/01/2011	67680	147
02/01/2011	67682	127
02/01/2011	67687	100
02/01/2011	67688	4
02/01/2011	67691	44
02/01/2011	67692	1
02/01/2011	67693	20
02/01/2011	67694	31
02/01/2011	67462	1321
02/01/2011	67468	610
02/01/2011	67995	33
02/01/2011	67998	3063
02/01/2011	67999	2607
02/01/2011	68000	3671
02/01/2011	68002	2825
02/01/2011	68003	8014
02/01/2011	68008	21562
02/01/2011	68010	23594
02/01/2011	68022	15043
02/01/2011	68026	9334
02/01/2011	68028	2885
02/01/2011	68029	2570
02/01/2011	68030	2463
02/01/2011	68031	2581
02/01/2011	68032	2536
02/01/2011	68033	3291
02/01/2011	68034	2170
02/01/2011	68035	2556
02/01/2011	68036	1857
02/01/2011	68037	2566
02/01/2011	68038	620
02/01/2011	68096	5318
02/01/2011	68097	4279
02/01/2011	68108	116
