# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
11/30/2010	62926	2522
11/30/2010	62932	3081
11/30/2010	62935	3606
11/30/2010	63124	4088
11/30/2010	63137	3779
11/30/2010	63144	17335
11/30/2010	63158	9628
11/30/2010	63164	4296
11/30/2010	63175	6386
11/30/2010	63183	2584
11/30/2010	63202	3341
11/30/2010	63204	1825
11/30/2010	63206	1807
11/30/2010	63207	1846
11/30/2010	63210	1725
11/30/2010	63212	626
11/30/2010	63215	925
11/30/2010	63218	938
11/30/2010	63221	925
11/30/2010	63224	636
11/30/2010	63226	922
11/30/2010	63229	925
11/30/2010	63232	614
11/30/2010	63235	897
11/30/2010	63238	637
11/30/2010	63241	638
11/30/2010	63244	603
11/30/2010	63247	646
11/30/2010	63285	924
11/30/2010	63286	917
11/30/2010	63289	623
11/30/2010	63291	934
11/30/2010	63294	635
11/30/2010	63295	618
11/30/2010	63297	918
11/30/2010	63298	1828
11/30/2010	63300	2742
11/30/2010	63599	702
11/30/2010	63600	3312
11/30/2010	63905	3424
11/30/2010	63906	5188
11/30/2010	63909	3262
11/30/2010	63914	5927
11/30/2010	63922	3448
11/30/2010	63925	1592
11/30/2010	63929	3408
11/30/2010	63985	2880
11/30/2010	63987	3141
11/30/2010	63989	2829
11/30/2010	63990	2737
11/30/2010	63992	2916
11/30/2010	63993	3800
11/30/2010	63994	2472
11/30/2010	63995	1526
11/30/2010	63996	5765
11/30/2010	63998	2461
11/30/2010	63999	2443
11/30/2010	64003	2168
11/30/2010	64004	5928
11/30/2010	64006	411
11/30/2010	64008	329
11/30/2010	64009	705
11/30/2010	64010	259
11/30/2010	64011	842
11/30/2010	64012	423
11/30/2010	64163	463
11/30/2010	64169	424
11/30/2010	64170	93
11/30/2010	64175	4266
11/30/2010	64182	1984
11/30/2010	64185	117678
11/30/2010	64186	14095
11/30/2010	64187	265
11/30/2010	64188	807
11/30/2010	64190	487
11/30/2010	64202	5520
11/30/2010	64204	5407
11/30/2010	64212	2664
11/30/2010	64208	5283
11/30/2010	64213	5596
11/30/2010	64215	10445
11/30/2010	64220	644
11/30/2010	64221	212
11/30/2010	64015	3895
11/30/2010	64020	3900
11/30/2010	64023	3559
11/30/2010	64024	3773
11/30/2010	64026	17537
11/30/2010	64029	5923
11/30/2010	64031	1476
11/30/2010	64032	1708
11/30/2010	64036	7253
11/30/2010	64037	540
11/30/2010	63549	4177
11/30/2010	63552	16131
11/30/2010	63553	23708
11/30/2010	63554	2813
11/30/2010	63555	3154
11/30/2010	63556	2821
11/30/2010	63562	4345
11/30/2010	63563	3167
11/30/2010	63567	11967
11/30/2010	63570	6506
11/30/2010	63575	2716
11/30/2010	63573	2146
11/30/2010	63574	2039
11/30/2010	63577	3922
11/30/2010	63579	5128
11/30/2010	63584	412
11/30/2010	63585	399
11/30/2010	63587	6804
11/30/2010	63588	19375
11/30/2010	63589	2635
11/30/2010	64416	2920
11/30/2010	64417	2676
11/30/2010	64418	3431
11/30/2010	64420	4012
11/30/2010	64422	3828
11/30/2010	64423	1920
11/30/2010	64424	1410
11/30/2010	64426	3108
11/30/2010	64427	1907
11/30/2010	64432	330
11/30/2010	64433	406
11/30/2010	64434	324
11/30/2010	64435	533
11/30/2010	64436	2014
11/30/2010	64957	1667
11/30/2010	64959	5657
11/30/2010	64961	4145
11/30/2010	64962	2595
11/30/2010	64964	1339
11/30/2010	64966	2056
11/30/2010	64968	586
11/30/2010	64969	463
11/30/2010	64973	1701
11/30/2010	64975	3
11/30/2010	63535	140
11/30/2010	63541	13
11/30/2010	63560	181
11/30/2010	56291	98
11/30/2010	55886	44
11/30/2010	45085	26
11/30/2010	62929	102
11/30/2010	62939	13
11/30/2010	47805	68
11/30/2010	63140	231
11/30/2010	63073	905
11/30/2010	63077	15
11/30/2010	64013	12
11/30/2010	64016	4135
11/30/2010	64034	108
11/30/2010	64035	7085
11/30/2010	63561	102
11/30/2010	63578	12
11/30/2010	64425	18
11/30/2010	64948	792
11/30/2010	64955	93
11/30/2010	64963	2238
11/30/2010	64965	1403
11/30/2010	64972	454
11/30/2010	64260	7028
11/30/2010	64270	1728
11/30/2010	64271	3124
11/30/2010	64274	4079
11/30/2010	64275	5682
11/30/2010	64276	4140
11/30/2010	64278	131
11/30/2010	64280	12135
11/30/2010	64285	13049
11/30/2010	64289	9869
11/30/2010	64292	1547
11/30/2010	64293	1479
11/30/2010	64295	3002
11/30/2010	64300	3221
11/30/2010	64305	2591
11/30/2010	64306	1736
11/30/2010	64309	3263
11/30/2010	64314	2172
11/30/2010	64315	1581
11/30/2010	64316	1895
11/30/2010	64319	14
11/30/2010	64189	70
11/30/2010	64191	4414
11/30/2010	64200	18
11/30/2010	64203	304
11/30/2010	64209	13
11/30/2010	64222	2402
11/30/2010	64227	231
11/30/2010	64233	21
11/30/2010	64234	31
11/30/2010	64235	12
11/30/2010	64239	1206
11/30/2010	64241	32
11/30/2010	64244	1551
11/30/2010	64321	38
11/30/2010	63959	1183
11/30/2010	63960	186
11/30/2010	63961	792
11/30/2010	63962	3141
11/30/2010	63968	2543
11/30/2010	63970	1051
11/30/2010	63972	2700
11/30/2010	64152	19
11/30/2010	64192	124
11/30/2010	64117	6296
11/30/2010	64118	242
11/30/2010	64119	159
11/30/2010	64121	46
11/30/2010	64122	10512
11/30/2010	64129	285
11/30/2010	64131	383
11/30/2010	64141	11
11/30/2010	64147	68
11/30/2010	64158	223
