# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
12/09/2010	47805	43
12/09/2010	45085	26
12/09/2010	56291	270
12/09/2010	60658	13
12/09/2010	62924	11
12/09/2010	62926	2132
12/09/2010	62928	10579
12/09/2010	62937	12103
12/09/2010	63140	102
12/09/2010	63599	564
12/09/2010	63600	2560
12/09/2010	63902	15
12/09/2010	63903	19295
12/09/2010	63910	8220
12/09/2010	63911	4490
12/09/2010	63913	8196
12/09/2010	63914	5306
12/09/2010	63915	119
12/09/2010	63921	9199
12/09/2010	63923	1854
12/09/2010	63930	2998
12/09/2010	63931	3659
12/09/2010	63932	23
12/09/2010	63073	999
12/09/2010	63968	2519
12/09/2010	63970	1057
12/09/2010	63976	3039
12/09/2010	63959	1010
12/09/2010	63961	585
12/09/2010	63962	2768
12/09/2010	63985	2822
12/09/2010	63986	2937
12/09/2010	63987	3097
12/09/2010	63990	2737
12/09/2010	63992	3077
12/09/2010	63993	4327
12/09/2010	63994	1656
12/09/2010	63995	1712
12/09/2010	63996	6320
12/09/2010	63998	2033
12/09/2010	63999	1616
12/09/2010	64002	3021
12/09/2010	64005	10930
12/09/2010	64006	615
12/09/2010	64008	362
12/09/2010	64009	820
12/09/2010	64010	317
12/09/2010	64011	900
12/09/2010	64012	165
12/09/2010	64163	1
12/09/2010	64167	101
12/09/2010	64170	276
12/09/2010	64172	5543
12/09/2010	64178	224
12/09/2010	64182	281
12/09/2010	64183	2398
12/09/2010	64184	51
12/09/2010	64186	14524
12/09/2010	64187	215
12/09/2010	64190	336
12/09/2010	64212	2672
12/09/2010	64204	5471
12/09/2010	64202	5370
12/09/2010	64208	5240
12/09/2010	64218	1258
12/09/2010	64220	358
12/09/2010	64117	10106
12/09/2010	64118	243
12/09/2010	64119	128
12/09/2010	64130	446
12/09/2010	64138	187
12/09/2010	64160	26790
12/09/2010	64260	3720
12/09/2010	64264	4240
12/09/2010	64269	2705
12/09/2010	64270	1768
12/09/2010	64271	2660
12/09/2010	64272	6127
12/09/2010	64274	4789
12/09/2010	64276	4939
12/09/2010	64279	113
12/09/2010	64280	112
12/09/2010	64285	6955
12/09/2010	64289	15
12/09/2010	64290	3137
12/09/2010	64293	2181
12/09/2010	64295	7659
12/09/2010	64302	190
12/09/2010	64309	3489
12/09/2010	64314	1748
12/09/2010	64315	1866
12/09/2010	64316	2322
12/09/2010	64319	10103
12/09/2010	64189	44
12/09/2010	64195	535
12/09/2010	64205	347
12/09/2010	64207	1
12/09/2010	64209	4
12/09/2010	64222	24
12/09/2010	64225	4406
12/09/2010	64227	198
12/09/2010	64231	5315
12/09/2010	64233	14
12/09/2010	64234	23
12/09/2010	64238	41
12/09/2010	64243	5813
12/09/2010	64244	1743
12/09/2010	64037	477
12/09/2010	63535	73
12/09/2010	63539	136
12/09/2010	63544	341
12/09/2010	63545	3600
12/09/2010	63548	15
12/09/2010	63550	5850
12/09/2010	63552	19256
12/09/2010	63554	3340
12/09/2010	63556	5376
12/09/2010	63558	5080
12/09/2010	63561	4551
12/09/2010	63563	3828
12/09/2010	63564	186
12/09/2010	63565	7902
12/09/2010	63566	7141
12/09/2010	63568	9496
12/09/2010	63569	8234
12/09/2010	63570	7492
12/09/2010	63573	2598
12/09/2010	63575	2947
12/09/2010	63576	15
12/09/2010	63577	4848
12/09/2010	63579	6975
12/09/2010	63584	567
12/09/2010	63585	473
12/09/2010	63587	6062
12/09/2010	63588	13980
12/09/2010	63589	2858
12/09/2010	64416	2847
12/09/2010	64417	2634
12/09/2010	64419	3329
12/09/2010	64421	3645
12/09/2010	64422	3557
12/09/2010	64423	3374
12/09/2010	64424	2065
12/09/2010	64426	4868
12/09/2010	64427	1766
12/09/2010	64428	23
12/09/2010	64432	850
12/09/2010	64433	443
12/09/2010	64434	467
12/09/2010	64435	790
12/09/2010	64436	2511
12/09/2010	65271	11612
12/09/2010	65272	11209
12/09/2010	65274	6200
12/09/2010	65281	10
12/09/2010	65283	4191
12/09/2010	65286	3557
12/09/2010	65290	8198
12/09/2010	65292	1488
12/09/2010	65293	4825
12/09/2010	65294	23
12/09/2010	65295	66
12/09/2010	65298	6275
12/09/2010	65302	3707
12/09/2010	65303	12
12/09/2010	65304	3525
12/09/2010	65305	676
12/09/2010	65306	660
12/09/2010	65307	646
12/09/2010	65308	943
12/09/2010	65309	983
12/09/2010	64948	525
12/09/2010	64950	210
12/09/2010	64951	217
12/09/2010	64954	4711
12/09/2010	64955	767
12/09/2010	64962	28
12/09/2010	64963	2557
12/09/2010	64965	3379
12/09/2010	64966	4290
12/09/2010	64967	557
12/09/2010	64968	597
12/09/2010	64969	398
12/09/2010	64972	410
12/09/2010	64973	963
12/09/2010	64975	3011
12/09/2010	65513	425
12/09/2010	65514	960
12/09/2010	65515	881
12/09/2010	65549	858
12/09/2010	65516	328
12/09/2010	65518	124
12/09/2010	65550	128
12/09/2010	65519	47
12/09/2010	65522	24
12/09/2010	65551	913
12/09/2010	65523	50
12/09/2010	65524	789
12/09/2010	65526	18
12/09/2010	65528	103
12/09/2010	65529	217
12/09/2010	65532	151
12/09/2010	65535	20
12/09/2010	65553	56
12/09/2010	65537	27
12/09/2010	65538	9
12/09/2010	65539	161
12/09/2010	65542	11
12/09/2010	65543	5
12/09/2010	65545	4
12/09/2010	65547	12
12/09/2010	65555	7211
12/09/2010	65556	3941
12/09/2010	65559	2953
12/09/2010	65560	19349
12/09/2010	65561	12802
12/09/2010	65562	6520
12/09/2010	65566	5893
12/09/2010	65567	4323
12/09/2010	65568	4453
12/09/2010	65570	3778
12/09/2010	65571	27
12/09/2010	65573	11424
12/09/2010	65572	11699
12/09/2010	65574	34487
12/09/2010	65575	1375
12/09/2010	65576	2002
12/09/2010	65577	5150
12/09/2010	65579	6502
12/09/2010	65580	3889
12/09/2010	65581	2849
12/09/2010	65582	1082
12/09/2010	65583	7259
12/09/2010	65585	6292
12/09/2010	65586	6219
12/09/2010	65587	15433
12/09/2010	65509	31
12/09/2010	65614	12
12/09/2010	65588	6966
12/09/2010	65589	15988
12/09/2010	65599	1281
12/09/2010	65600	2143
12/09/2010	65601	2113
12/09/2010	65602	3629
12/09/2010	65603	2119
12/09/2010	65604	4857
12/09/2010	65605	6982
12/09/2010	65606	37
12/09/2010	65609	5777
12/09/2010	65610	765
