# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
02/08/2011	64011	1009
02/08/2011	64012	488
02/08/2011	64183	71
02/08/2011	64189	26
02/08/2011	64209	17
02/08/2011	64037	525
02/08/2011	65992	23
02/08/2011	66004	178
02/08/2011	65927	436
02/08/2011	65929	1029
02/08/2011	65934	45
02/08/2011	66239	13
02/08/2011	66243	1102
02/08/2011	66075	242
02/08/2011	66470	63
02/08/2011	67547	1252
02/08/2011	67668	27
02/08/2011	67678	2642
02/08/2011	67679	1885
02/08/2011	67680	9124
02/08/2011	67682	1914
02/08/2011	67685	159
02/08/2011	67687	338
02/08/2011	67462	1378
02/08/2011	67468	813
02/08/2011	68000	30
02/08/2011	68038	1031
02/08/2011	68095	7704
02/08/2011	68096	5337
02/08/2011	68101	7714
02/08/2011	68106	412
02/08/2011	68107	343
02/08/2011	68108	5248
02/08/2011	68109	742
02/08/2011	68110	486
02/08/2011	68111	3983
