# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
12/20/2010	52133	32
12/20/2010	53731	18
12/20/2010	56291	64
12/20/2010	55886	65
12/20/2010	62924	3384
12/20/2010	62928	22948
12/20/2010	62932	3740
12/20/2010	62933	1936
12/20/2010	62935	2842
12/20/2010	62937	134
12/20/2010	63599	232
12/20/2010	63600	3055
12/20/2010	63906	5268
12/20/2010	63915	20
12/20/2010	63920	4539
12/20/2010	63924	1195
12/20/2010	63933	465
12/20/2010	63934	4021
12/20/2010	63073	3344
12/20/2010	63077	14
12/20/2010	63972	1
12/20/2010	63975	2957
12/20/2010	63959	1175
12/20/2010	63960	1282
12/20/2010	63961	786
12/20/2010	63962	3147
12/20/2010	63966	34
12/20/2010	63986	2943
12/20/2010	63987	3134
12/20/2010	63988	2885
12/20/2010	63990	2723
12/20/2010	63993	3533
12/20/2010	63994	909
12/20/2010	63995	1403
12/20/2010	63996	3032
12/20/2010	63997	2705
12/20/2010	63998	2509
12/20/2010	63999	894
12/20/2010	64002	3125
12/20/2010	64004	8584
12/20/2010	64006	875
12/20/2010	64008	406
12/20/2010	64011	360
12/20/2010	64012	159
12/20/2010	64164	56
12/20/2010	64183	83
12/20/2010	64185	19
12/20/2010	64186	21
12/20/2010	64204	15
12/20/2010	64213	22
12/20/2010	64215	11
12/20/2010	64117	15
12/20/2010	64141	21
12/20/2010	64298	22
12/20/2010	64189	50
12/20/2010	64222	35
12/20/2010	64228	106
12/20/2010	64231	120
12/20/2010	64233	13
12/20/2010	64235	32
12/20/2010	64037	507
12/20/2010	63538	13
12/20/2010	63542	1045
12/20/2010	63543	656
12/20/2010	63545	4826
12/20/2010	63552	15275
12/20/2010	63553	17442
12/20/2010	63558	5115
12/20/2010	63562	3863
12/20/2010	63563	3031
12/20/2010	63584	886
12/20/2010	63589	3094
12/20/2010	64416	2848
12/20/2010	64417	2669
12/20/2010	64419	3394
12/20/2010	64422	3258
12/20/2010	64424	2514
12/20/2010	64425	54
12/20/2010	64426	4109
12/20/2010	64430	51
12/20/2010	64432	281
12/20/2010	64433	868
12/20/2010	64434	386
12/20/2010	64435	1527
12/20/2010	64436	2906
12/20/2010	65273	5331
12/20/2010	65274	5064
12/20/2010	65279	942
12/20/2010	65281	1861
12/20/2010	65283	4400
12/20/2010	65284	3410
12/20/2010	65286	3310
12/20/2010	65288	2896
12/20/2010	65291	2973
12/20/2010	65292	1377
12/20/2010	65293	5202
12/20/2010	65298	6979
12/20/2010	65302	3798
12/20/2010	65305	1092
12/20/2010	65306	1195
12/20/2010	65307	1151
12/20/2010	65308	1674
12/20/2010	65309	1613
12/20/2010	64951	239
12/20/2010	64955	61
12/20/2010	64956	114
12/20/2010	64961	4088
12/20/2010	64962	13
12/20/2010	64963	1994
12/20/2010	64965	3228
12/20/2010	64966	1693
12/20/2010	64967	919
12/20/2010	64968	909
12/20/2010	64969	491
12/20/2010	64972	419
12/20/2010	64973	1201
12/20/2010	64975	3523
12/20/2010	65555	35
12/20/2010	65587	16773
12/20/2010	65988	11
12/20/2010	65992	22
12/20/2010	65998	10
12/20/2010	66001	401
12/20/2010	66004	309
12/20/2010	66008	2730
12/20/2010	66009	167
12/20/2010	66010	3627
12/20/2010	66011	6497
12/20/2010	66016	10
12/20/2010	66017	27
12/20/2010	66018	1433
12/20/2010	66019	1604
12/20/2010	66027	89
12/20/2010	66029	1132
12/20/2010	66030	1975
12/20/2010	66039	372
12/20/2010	65935	17131
12/20/2010	65936	93285
12/20/2010	65937	8290
12/20/2010	65938	38430
12/20/2010	65939	263
12/20/2010	65943	70
12/20/2010	65944	2
12/20/2010	65965	9513
12/20/2010	65967	4982
12/20/2010	65969	5394
12/20/2010	65970	4812
12/20/2010	65901	115
12/20/2010	65902	19
12/20/2010	65903	1
12/20/2010	65904	2810
12/20/2010	65905	4688
12/20/2010	65906	2959
12/20/2010	65907	2812
12/20/2010	65911	8
12/20/2010	65914	1686
12/20/2010	65915	5803
12/20/2010	65920	9944
12/20/2010	65922	501
12/20/2010	65924	3958
12/20/2010	65925	79
12/20/2010	65926	5481
12/20/2010	65928	10849
12/20/2010	65930	20
12/20/2010	65931	3305
12/20/2010	65932	1844
12/20/2010	65933	2186
12/20/2010	65934	112
12/20/2010	66138	1267
