# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
12/31/2010	56291	53
12/31/2010	55886	30
12/31/2010	62928	107
12/31/2010	62930	3865
12/31/2010	62935	3154
12/31/2010	62937	9744
12/31/2010	63899	3957
12/31/2010	63905	3327
12/31/2010	63908	5314
12/31/2010	63911	8410
12/31/2010	63913	4312
12/31/2010	63918	3078
12/31/2010	63921	16
12/31/2010	63929	3487
12/31/2010	63931	3665
12/31/2010	63932	2552
12/31/2010	63073	968
12/31/2010	63959	1670
12/31/2010	63961	1086
12/31/2010	63962	2899
12/31/2010	64011	938
12/31/2010	64012	52
12/31/2010	64183	108
12/31/2010	64186	17
12/31/2010	64117	14
12/31/2010	64141	11
12/31/2010	64189	65
12/31/2010	64209	13
12/31/2010	64228	16
12/31/2010	64231	20
12/31/2010	64037	548
12/31/2010	63541	11
12/31/2010	64425	14
12/31/2010	64432	297
12/31/2010	64436	3665
12/31/2010	65273	5333
12/31/2010	65274	5066
12/31/2010	65281	2017
12/31/2010	65282	2098
12/31/2010	65283	4238
12/31/2010	65284	3396
12/31/2010	65285	3179
12/31/2010	65286	3267
12/31/2010	65288	2484
12/31/2010	65290	8968
12/31/2010	65292	1294
12/31/2010	65293	4555
12/31/2010	65305	633
12/31/2010	65306	683
12/31/2010	65307	659
12/31/2010	65308	964
12/31/2010	65309	997
12/31/2010	64950	215
12/31/2010	64955	691
12/31/2010	64966	1926
12/31/2010	64968	53
12/31/2010	64969	36
12/31/2010	64973	1890
12/31/2010	64975	1657
12/31/2010	65587	18
12/31/2010	65991	145
12/31/2010	65992	22
12/31/2010	65993	2377
12/31/2010	66001	64
12/31/2010	66004	294
12/31/2010	66006	3604
12/31/2010	66008	3655
12/31/2010	66010	4494
12/31/2010	66011	14063
12/31/2010	66014	42
12/31/2010	66015	1350
12/31/2010	66018	1924
12/31/2010	66020	720
12/31/2010	66023	4878
12/31/2010	66024	825
12/31/2010	66026	1649
12/31/2010	66029	595
12/31/2010	66030	1143
12/31/2010	66033	28
12/31/2010	66037	88
12/31/2010	66039	412
12/31/2010	65935	18926
12/31/2010	65936	114721
12/31/2010	65937	5803
12/31/2010	65939	386
12/31/2010	65940	610
12/31/2010	65941	231
12/31/2010	65942	595
12/31/2010	65943	104
12/31/2010	65944	3
12/31/2010	65945	378
12/31/2010	65950	16
12/31/2010	65953	5831
12/31/2010	65960	98
12/31/2010	65967	4917
12/31/2010	65968	6351
12/31/2010	65970	4782
12/31/2010	65971	4932
12/31/2010	65972	4712
12/31/2010	65901	121
12/31/2010	65904	2788
12/31/2010	65906	8628
12/31/2010	65907	8221
12/31/2010	65910	1403
12/31/2010	65913	2970
12/31/2010	65914	1812
12/31/2010	65916	6110
12/31/2010	65919	9416
12/31/2010	65923	4964
12/31/2010	65924	5284
12/31/2010	65925	3808
12/31/2010	65927	3754
12/31/2010	65931	2147
12/31/2010	65932	1196
12/31/2010	65933	1456
12/31/2010	65934	42
12/31/2010	66138	821
12/31/2010	66156	1247
12/31/2010	66157	1700
12/31/2010	66158	3769
12/31/2010	66159	22
12/31/2010	66168	5111
12/31/2010	66169	3284
12/31/2010	66175	9092
12/31/2010	66183	12858
12/31/2010	66191	3441
12/31/2010	66193	2353
12/31/2010	66195	31
12/31/2010	66198	30
12/31/2010	66200	8564
12/31/2010	66205	10846
12/31/2010	66206	13
12/31/2010	66209	1903
12/31/2010	66210	2707
12/31/2010	66211	2716
12/31/2010	66220	2756
12/31/2010	66226	3745
12/31/2010	66227	2688
12/31/2010	66235	7335
12/31/2010	66237	905
12/31/2010	66238	1163
12/31/2010	66239	136
12/31/2010	66241	953
12/31/2010	66243	3260
12/31/2010	66244	98
12/31/2010	66247	2417
12/31/2010	66254	1861
12/31/2010	66256	6327
12/31/2010	66042	273
12/31/2010	66043	63
12/31/2010	66044	649
12/31/2010	66050	23
12/31/2010	66071	6
12/31/2010	66075	1861
12/31/2010	66077	44
12/31/2010	66082	38
12/31/2010	66084	24
12/31/2010	66085	19
12/31/2010	66637	5528
12/31/2010	66639	5711
12/31/2010	66641	2095
12/31/2010	66643	2206
12/31/2010	66645	13
12/31/2010	66646	4115
12/31/2010	66648	2330
12/31/2010	66649	3030
12/31/2010	66650	2347
12/31/2010	66651	1848
12/31/2010	66652	10327
12/31/2010	66653	3786
12/31/2010	66654	3744
12/31/2010	66655	1278
12/31/2010	66656	1042
12/31/2010	66659	1978
12/31/2010	66661	4244
12/31/2010	66662	4300
12/31/2010	66664	5386
12/31/2010	66666	21512
12/31/2010	66668	10844
12/31/2010	66671	7440
12/31/2010	66672	10111
12/31/2010	66673	9828
12/31/2010	66493	5272
12/31/2010	66494	10658
12/31/2010	66495	5548
12/31/2010	66496	5823
12/31/2010	66497	5472
12/31/2010	66499	5392
12/31/2010	66500	5307
12/31/2010	66501	5324
12/31/2010	66502	11786
12/31/2010	66515	431
12/31/2010	66517	161
12/31/2010	66522	351
12/31/2010	66530	323
12/31/2010	66536	3249
12/31/2010	66541	3733
12/31/2010	66544	40670
12/31/2010	66549	4284
12/31/2010	66550	2765
12/31/2010	66552	1051
12/31/2010	66554	1335
12/31/2010	66555	3222
12/31/2010	66557	1219
12/31/2010	66559	6021
12/31/2010	66560	131
12/31/2010	66561	7080
12/31/2010	66563	34
12/31/2010	66570	15289
12/31/2010	66577	8168
12/31/2010	66578	6004
12/31/2010	66318	364
12/31/2010	66319	357
12/31/2010	66329	3405
12/31/2010	66333	17
12/31/2010	66335	4221
12/31/2010	66336	3611
12/31/2010	66338	5031
12/31/2010	66342	1864
12/31/2010	66343	1415
12/31/2010	66352	737
12/31/2010	66353	110
12/31/2010	66446	967
12/31/2010	66451	19
12/31/2010	66454	8
12/31/2010	66455	51
12/31/2010	66456	94
12/31/2010	66457	7
12/31/2010	66459	18
12/31/2010	66460	118
12/31/2010	66461	3
12/31/2010	66462	31
12/31/2010	66463	18
12/31/2010	66465	3
12/31/2010	66466	6
12/31/2010	66468	3
12/31/2010	66470	40
12/31/2010	66471	113
12/31/2010	66472	53
12/31/2010	66474	51
12/31/2010	66475	19
12/31/2010	66476	36
12/31/2010	66608	1024
12/31/2010	66624	98
12/31/2010	66627	2444
12/31/2010	66630	29
12/31/2010	66430	5782
12/31/2010	66431	6991
12/31/2010	66432	2201
12/31/2010	66433	4331
12/31/2010	66434	6701
12/31/2010	66435	3863
12/31/2010	66436	2272
12/31/2010	66437	2216
12/31/2010	66438	1660
12/31/2010	66941	195
12/31/2010	66943	8
12/31/2010	66944	30
12/31/2010	66945	6
12/31/2010	66947	5
12/31/2010	66948	3179
12/31/2010	66949	2929
12/31/2010	66950	4760
12/31/2010	66951	3341
12/31/2010	66952	4514
12/31/2010	66954	5591
12/31/2010	66956	19918
12/31/2010	66957	1742
12/31/2010	66959	2172
12/31/2010	66961	10812
12/31/2010	66962	7434
12/31/2010	66963	7737
12/31/2010	66967	12646
12/31/2010	66973	9060
12/31/2010	66974	1181
12/31/2010	66975	2486
12/31/2010	66976	1822
12/31/2010	66977	1905
