# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
01/24/2011	56291	320
01/24/2011	55886	19
01/24/2011	63082	45
01/24/2011	64011	810
01/24/2011	64012	354
01/24/2011	64183	78
01/24/2011	64189	26
01/24/2011	64037	540
01/24/2011	64436	45
01/24/2011	65292	1399
01/24/2011	64973	20
01/24/2011	65991	98
01/24/2011	65994	223
01/24/2011	65999	286
01/24/2011	66004	466
01/24/2011	66015	1275
01/24/2011	66018	4202
01/24/2011	66020	1123
01/24/2011	66027	734
01/24/2011	66023	1986
01/24/2011	66026	2008
01/24/2011	66029	552
01/24/2011	66030	7
01/24/2011	66038	1196
01/24/2011	66040	246
01/24/2011	65941	232
01/24/2011	65942	578
01/24/2011	65943	91
01/24/2011	65945	371
01/24/2011	65947	875
01/24/2011	65949	11673
01/24/2011	65973	1723
01/24/2011	65975	4812
01/24/2011	65976	8424
01/24/2011	65927	207
01/24/2011	65928	11
01/24/2011	65929	1474
01/24/2011	65934	80
01/24/2011	66138	151
01/24/2011	66142	3080
01/24/2011	66150	10435
01/24/2011	66154	5652
01/24/2011	66157	1937
01/24/2011	66160	5208
01/24/2011	66163	3759
01/24/2011	66164	547
01/24/2011	66167	5919
01/24/2011	66169	3448
01/24/2011	66170	5518
01/24/2011	66171	7852
01/24/2011	66173	3628
01/24/2011	66174	27
01/24/2011	66176	3638
01/24/2011	66180	17
01/24/2011	66182	14253
01/24/2011	66185	6151
01/24/2011	66193	2956
01/24/2011	66195	1314
01/24/2011	66196	2173
01/24/2011	66209	1127
01/24/2011	66215	2810
01/24/2011	66217	1396
01/24/2011	66222	2638
01/24/2011	66226	102
01/24/2011	66228	2754
01/24/2011	66229	3579
01/24/2011	66231	2462
01/24/2011	66232	2458
01/24/2011	66233	3871
01/24/2011	66243	1699
01/24/2011	66244	87
01/24/2011	66245	4
01/24/2011	66250	11
01/24/2011	66251	1246
01/24/2011	66261	2642
01/24/2011	66262	13
01/24/2011	66042	205
01/24/2011	66043	66
01/24/2011	66044	844
01/24/2011	66047	89
01/24/2011	66050	17
01/24/2011	66071	8
01/24/2011	66073	197
01/24/2011	66075	2643
01/24/2011	66078	1046
01/24/2011	66080	2178
01/24/2011	66084	21
01/24/2011	66513	677
01/24/2011	66514	444
01/24/2011	66324	6246
01/24/2011	66346	2403
01/24/2011	66353	100
01/24/2011	66355	5770
01/24/2011	66357	4293
01/24/2011	66359	2873
01/24/2011	66470	32
01/24/2011	67388	18428
01/24/2011	67389	19528
01/24/2011	67392	20449
01/24/2011	67394	20900
01/24/2011	67396	4456
01/24/2011	67399	4882
01/24/2011	67403	12580
01/24/2011	67405	8911
01/24/2011	67408	10374
01/24/2011	67411	4966
01/24/2011	67412	6691
01/24/2011	67413	1
01/24/2011	67414	1
01/24/2011	67416	2416
01/24/2011	67470	442
01/24/2011	67472	483
01/24/2011	67474	4397
01/24/2011	67485	6339
01/24/2011	67486	4588
01/24/2011	67487	2819
01/24/2011	67488	2846
01/24/2011	67489	3516
01/24/2011	67490	3711
01/24/2011	67491	3322
01/24/2011	67493	2574
01/24/2011	67496	1907
01/24/2011	67500	10631
01/24/2011	67509	795
01/24/2011	67516	422
01/24/2011	67518	1232
01/24/2011	67523	4242
01/24/2011	67525	3338
01/24/2011	67526	2652
01/24/2011	67532	1877
01/24/2011	67530	1095
01/24/2011	67533	43
01/24/2011	67536	8986
01/24/2011	67539	7270
01/24/2011	67540	7974
01/24/2011	67542	3168
01/24/2011	67544	4494
01/24/2011	67547	1281
01/24/2011	67682	423
01/24/2011	67687	16
01/24/2011	67688	28
01/24/2011	67691	6
01/24/2011	67692	10
01/24/2011	67693	8
01/24/2011	67694	71
01/24/2011	67305	2065
01/24/2011	67307	3181
01/24/2011	67309	2044
01/24/2011	67313	2347
01/24/2011	67315	23234
01/24/2011	67319	16
01/24/2011	67320	6329
01/24/2011	67321	6206
01/24/2011	67429	17278
01/24/2011	67430	20430
01/24/2011	67432	15187
01/24/2011	67433	15231
01/24/2011	67436	2033
01/24/2011	67438	1998
01/24/2011	67440	6033
01/24/2011	67442	2787
01/24/2011	67443	2192
01/24/2011	67445	3197
01/24/2011	67446	2686
01/24/2011	67451	1596
01/24/2011	67452	949
01/24/2011	67456	1812
01/24/2011	67457	562
01/24/2011	67459	717
01/24/2011	67460	993
01/24/2011	67461	961
01/24/2011	67462	1759
01/24/2011	67463	346
01/24/2011	67464	299
01/24/2011	67468	691
01/24/2011	67716	2404
01/24/2011	67718	2
01/24/2011	67700	2042
01/24/2011	67701	3029
01/24/2011	67702	2817
01/24/2011	67704	12715
01/24/2011	67707	5011
01/24/2011	67708	3852
01/24/2011	67709	4106
01/24/2011	67710	4031
01/24/2011	67715	5259
01/24/2011	67711	5093
01/24/2011	67712	5433
01/24/2011	67998	11
01/24/2011	67999	113
01/24/2011	68000	18
01/24/2011	68001	14
01/24/2011	68002	14
01/24/2011	68005	120
01/24/2011	68008	21434
01/24/2011	68010	23547
01/24/2011	68016	8019
01/24/2011	68017	6462
01/24/2011	68018	108
01/24/2011	68023	7388
01/24/2011	68027	5328
01/24/2011	68028	2717
01/24/2011	68029	2340
01/24/2011	68030	2472
01/24/2011	68031	2489
01/24/2011	68032	2397
01/24/2011	68033	3062
01/24/2011	68034	2063
01/24/2011	68035	2395
01/24/2011	68037	2424
01/24/2011	68038	716
