# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
01/21/2011	56291	338
01/21/2011	55886	23
01/21/2011	63082	112
01/21/2011	64011	765
01/21/2011	64012	253
01/21/2011	64183	76
01/21/2011	64189	19
01/21/2011	64209	11
01/21/2011	64228	11
01/21/2011	64037	618
01/21/2011	64436	165
01/21/2011	65292	1618
01/21/2011	64973	132
01/21/2011	65987	1589
01/21/2011	65991	16
01/21/2011	65992	31
01/21/2011	65994	226
01/21/2011	65997	11
01/21/2011	65999	325
01/21/2011	66000	83
01/21/2011	66004	329
01/21/2011	66008	4620
01/21/2011	66016	1564
01/21/2011	66018	4293
01/21/2011	66020	1863
01/21/2011	66027	1442
01/21/2011	66023	2030
01/21/2011	66026	3367
01/21/2011	66029	520
01/21/2011	66030	954
01/21/2011	66031	333
01/21/2011	66032	86
01/21/2011	66037	79
01/21/2011	66038	1195
01/21/2011	66039	516
01/21/2011	66040	250
01/21/2011	65941	214
01/21/2011	65942	595
01/21/2011	65943	69
01/21/2011	65944	318
01/21/2011	65945	322
01/21/2011	65946	306
01/21/2011	65947	610
01/21/2011	65951	6899
01/21/2011	65972	4799
01/21/2011	65973	25
01/21/2011	65975	4760
01/21/2011	65976	3721
01/21/2011	65927	199
01/21/2011	65929	1662
01/21/2011	65934	63
01/21/2011	66138	155
01/21/2011	66142	3195
01/21/2011	66149	10029
01/21/2011	66151	4792
01/21/2011	66152	3214
01/21/2011	66160	4978
01/21/2011	66163	3575
01/21/2011	66168	5270
01/21/2011	66169	3603
01/21/2011	66171	8355
01/21/2011	66176	3649
01/21/2011	66185	15
01/21/2011	66191	2722
01/21/2011	66193	1900
01/21/2011	66194	1885
01/21/2011	66195	28
01/21/2011	66196	1976
01/21/2011	66202	1782
01/21/2011	66205	7871
01/21/2011	66212	4768
01/21/2011	66220	3638
01/21/2011	66226	3580
01/21/2011	66227	2791
01/21/2011	66228	2686
01/21/2011	66243	1829
01/21/2011	66244	114
01/21/2011	66246	12
01/21/2011	66250	22
01/21/2011	66252	6578
01/21/2011	66042	177
01/21/2011	66043	45
01/21/2011	66044	805
01/21/2011	66049	54
01/21/2011	66050	28
01/21/2011	66071	7
01/21/2011	66073	249
01/21/2011	66075	211
01/21/2011	66079	589
01/21/2011	66080	372
01/21/2011	66084	17
01/21/2011	66513	692
01/21/2011	66319	294
01/21/2011	66345	9434
01/21/2011	66352	110
01/21/2011	66354	51
01/21/2011	66358	2336
01/21/2011	66359	2840
01/21/2011	66470	56
01/21/2011	67388	18226
01/21/2011	67389	19343
01/21/2011	67391	3326
01/21/2011	67392	20024
01/21/2011	67395	8474
01/21/2011	67397	4294
01/21/2011	67401	4908
01/21/2011	67403	12715
01/21/2011	67405	8633
01/21/2011	67407	7423
01/21/2011	67408	8270
01/21/2011	67411	4688
01/21/2011	67412	5823
01/21/2011	67413	2
01/21/2011	67414	3
01/21/2011	67416	2295
01/21/2011	67470	641
01/21/2011	67471	100
01/21/2011	67472	49
01/21/2011	67474	4387
01/21/2011	67485	5715
01/21/2011	67487	2913
01/21/2011	67488	3301
01/21/2011	67489	3738
01/21/2011	67490	3483
01/21/2011	67491	3789
01/21/2011	67493	2398
01/21/2011	67494	1764
01/21/2011	67496	1732
01/21/2011	67503	1822
01/21/2011	67513	14
01/21/2011	67514	42
01/21/2011	67516	4162
01/21/2011	67518	1705
01/21/2011	67521	5165
01/21/2011	67523	6041
01/21/2011	67525	3419
01/21/2011	67526	2725
01/21/2011	67532	1910
01/21/2011	67530	1696
01/21/2011	67533	32
01/21/2011	67537	8381
01/21/2011	67540	7810
01/21/2011	67542	3205
01/21/2011	67546	2934
01/21/2011	67547	1340
01/21/2011	67682	427
01/21/2011	67688	12
01/21/2011	67691	1
01/21/2011	67692	8
01/21/2011	67693	2
01/21/2011	67694	39
01/21/2011	67305	2052
01/21/2011	67307	3099
01/21/2011	67309	2049
01/21/2011	67311	3445
01/21/2011	67316	52
01/21/2011	67318	6018
01/21/2011	67429	17088
01/21/2011	67432	15106
01/21/2011	67434	15223
01/21/2011	67436	1291
01/21/2011	67438	1752
01/21/2011	67440	7168
01/21/2011	67442	2818
01/21/2011	67443	2198
01/21/2011	67444	4329
01/21/2011	67445	3415
01/21/2011	67446	3151
01/21/2011	67452	1808
01/21/2011	67456	2848
01/21/2011	67457	436
01/21/2011	67459	713
01/21/2011	67460	900
01/21/2011	67461	898
01/21/2011	67462	1656
01/21/2011	67463	316
01/21/2011	67464	261
01/21/2011	67465	3
01/21/2011	67468	691
01/21/2011	67716	2229
01/21/2011	67718	5
01/21/2011	67699	4618
01/21/2011	67700	2013
01/21/2011	67701	2925
01/21/2011	67702	2810
01/21/2011	67707	4829
01/21/2011	67708	4116
01/21/2011	67709	3882
01/21/2011	67710	4194
01/21/2011	67715	4407
01/21/2011	67711	4496
01/21/2011	67712	4938
01/21/2011	67995	1119
01/21/2011	67998	9
01/21/2011	68000	23
01/21/2011	68002	12
01/21/2011	68005	164
01/21/2011	68008	21325
01/21/2011	68010	23301
01/21/2011	68011	14
01/21/2011	68015	2755
01/21/2011	68016	8434
01/21/2011	68017	6818
01/21/2011	68019	4948
01/21/2011	68023	6859
01/21/2011	68027	5622
01/21/2011	68028	2744
01/21/2011	68029	2467
01/21/2011	68030	2489
01/21/2011	68031	2458
01/21/2011	68032	2441
01/21/2011	68033	3098
01/21/2011	68034	2136
01/21/2011	68035	2419
01/21/2011	68037	2414
01/21/2011	68038	852
