# Generic Ad Server template file (user: 63978 ds_id: 2) 
#       Tracking Code 
Date	Tracking Code	Event 21
01/31/2011	55886	15
01/31/2011	64011	815
01/31/2011	64012	245
01/31/2011	64183	58
01/31/2011	64189	18
01/31/2011	64037	410
01/31/2011	65292	1757
01/31/2011	65992	22
01/31/2011	66004	410
01/31/2011	65927	2745
01/31/2011	65929	1164
01/31/2011	65934	38
01/31/2011	66243	1425
01/31/2011	66244	23
01/31/2011	66075	454
01/31/2011	66514	293
01/31/2011	66324	31
01/31/2011	66470	45
01/31/2011	67413	31
01/31/2011	67514	17
01/31/2011	67547	959
01/31/2011	67668	25
01/31/2011	67677	325
01/31/2011	67679	16
01/31/2011	67680	166
01/31/2011	67682	128
01/31/2011	67685	11
01/31/2011	67687	80
01/31/2011	67691	24
01/31/2011	67692	3
01/31/2011	67693	7
01/31/2011	67694	34
01/31/2011	67303	1329
01/31/2011	67462	1336
01/31/2011	67468	657
01/31/2011	67995	6166
01/31/2011	67996	11
01/31/2011	67998	20
01/31/2011	68000	3841
01/31/2011	68001	3966
01/31/2011	68002	1761
01/31/2011	68003	2004
01/31/2011	68008	21587
01/31/2011	68010	23679
01/31/2011	68013	6012
01/31/2011	68015	3166
01/31/2011	68022	15
01/31/2011	68023	7384
01/31/2011	68026	8821
01/31/2011	68028	2867
01/31/2011	68029	2533
01/31/2011	68030	2553
01/31/2011	68031	2482
01/31/2011	68032	2574
01/31/2011	68033	3294
01/31/2011	68034	2191
01/31/2011	68035	2541
01/31/2011	68037	2526
01/31/2011	68038	753
01/31/2011	68096	5383
01/31/2011	68097	4289
01/31/2011	68108	174
